Title,Publication Year,Topic,Topic_Name,Topic_Probability,Abstract Note,DOI,Author
[Title page i],2015,-1,Outliers,0.008209975987077187,The following topics are dealt with: service selection; service discovery; adaptive processes; adaptive services; semantic approaches; SOCA; service composition; business processes; smart environments; government; cloud computing; Big Data; service engineering; service design; and service architecture.,10.1109/SOCA.2015.1,
[Front cover],2016,-1,Outliers,0.008171688226783214,The following topics are dealt with: business; government; Big Data; cloud computing; authentication protocol; facial expression recognition; stock market; feature selection; market-basket data; apparel classification; health care; data mining; FPGA; feature extraction; egovernance; financial analytics; mobile ad-hoc networks; neural networks; and wireless sensor networks.,10.1109/ICTBIG.2016.7892631,
[Title page i],2016,-1,Outliers,0.008314202443032437,The following topics are dealt with: iterative parallel dataflows; online newspapers; text analytics; government policy dissemination; dynamic languages; Big-Data analytics; cloud resource management; virtual data center architecture; energy-aware HTTP data transfers; machine learning; elastic cloud resource; security testing; network security monitoring; misbehavior node detection; 6LoWPAN wireless sensor; cloud security monitoring; SLA-driven monitoring; multicloud application components; MUSA framework; intrusion detection; attack tolerance; cloud environments; data mobility as a service; SNI-based HTTPS security monitoring; storage devices; storage systems; edge computing and distributed computing systems.,10.1109/ICDCSW.2016.1,
Call for papers: Special issue on AI-enabled Internet of medical things for medical data analytics,2022,-1,Outliers,0.12236885782080181,"In the modern era of Big Data, there is always an exponential growth in the amount of data generated and stored in various fields like education, energy, environment, healthcare, fraud, detection, and traffic. At the same time, there is a significant paradigm shift in business and society across the world due to huge growth in various fields like artificial intelligence, machine learning, deep learning and data analytics. This poses significant challenges for decision-making and creates a potential transformation in the economy, government, and industries. Artificial Intelligence tools, techniques, technologies and big data improve the predictive power of the systems created, which enables the government, public and private sectors to discover new patterns and trends. It improves public values like accountability, safety, security, and transparency for better decision-making, policies, and governance. They also have numerous capabilities to perform complex tasks that human skills cannot do. They could be used to collect, organize and analyze, large, varied data sets to discover patterns and trends. It addresses several problems related to the development of the economy by identifying new sources of revenue, expanding the customer base for business, product reviews and promotion. It helps to predict and prevent diseases, predict climatic variations, and provide energy solutions. This special issue aims to call for high-quality papers covering the latest data analytic concepts and technologies of big data and artificial intelligence. This special issue serves as a forum for researchers across the globe to discuss their works and recent advances in this field. The best papers from Artificial intelligence and Big Data Analytics in Product, Finance, Health and Environment are invited. The best high-quality papers will be selected based on the innovativeness and relevance of the theme.",10.26599/BDMA.2022.9020001,
Contents,2017,-1,Outliers,0.008154400258736072,The following topics are dealt with: artificial intelligence; future Big Data; e-learning; e-government; mobile network security; access control; mobile data management; natural language processing; information retrieval; data mining; data warehousing; knowledge management; information visualization; Web Services; Web metrics; and image processing.,10.1109/ICDIM.2017.8244699,
Call for Paper 3rd 2019 EIConCIT,2018,-1,Outliers,0.008519114414430685,"The 3rd 2019 East International Conference on Computer and Information Technology is hosted by Universitas YAPIS Papua and is jointly organized with Universitas Muslim Indonesia, Makassar and Universitas Mulawarman, Universitas Negeri Malang, Universitas Hasanuddin, Institut Teknologi Kalimantan, Universitas UDAYANA, Universitas Negeri Gorontalo, Universitas Cokroaminoto Palopo, Universitas Andi Djemma, Politeknik Negeri Samarinda, Politeknik Negeri Bali, STMIK Bumigora and Politeknik Sains dan Teknologi Wiratama Maluku Utara. The conference, taking the following theme: ""Smart technology for the world"", is aimed at keeping abreast of the current development as well as providing an engaging forum for participants to share knowledge and expertise in related issues. The scope topics include, but are not limited to Cloud & Grid Computing, Artificial Intelligence, Mobile Computing, Decision Support System, Learning Management System, IT for Education, Software Engineering, Semantic Web, E-Government, E-Learning, E-Business, Human Computer Interaction, Big Data Processing, Data Mining, Machine Learning, IT for Industry, IT for Society, Natural Language Processing, Modelling and Simulation, Soft Computing, Network & Data Communication, and Cryptography.",10.1109/EIConCIT.2018.8878580,
Mining Tourists’ Opinions on Popular Indian Tourism Hotspots using Sentiment Analysis and Topic Modeling,2021,-1,Outliers,0.033656235089429304,"User-generated content is an exploration area of interest with regards to web 2.0. The development of social networks and community-based websites have changed the manner in which individuals utilize the Internet. It makes individuals no longer restricted to pursuing the data given by professional channels, but to making individual profiles, producing personalized content, or sharing photographs, recordings, blogs, and so forth. This sort of data comprises the current online user-generated content. With the continuous development of the travel industry, the quantity of online travel review websites has also increased. Indian Tourism is popular for its rich culture and diversity and hence Government of India has increased the number of new tourist destinations to expand their popularity and presence. Researchers have proposed various studies to increase tourism network using Big Data. Techniques of Sentiment Analysis along with Topic Modelling have been used to unearth patterns and observations from online reviews. This paper aims to mine reviews of 10 popular travel destinations in India. Using sentiment analysis technique, the proposed research work has explored the polarity of various reviews extracted from TripAdvisor. Data collection was done by using the web framework Scrapy to acquire more than 10,000 reviews for these destinations. This paper also analyzes the result of doing Topic Modeling on reviews for individual destinations. Results conclude that Joy is the most common emotion in all the visitor’s experiences. Indian tourism decision quality can be improved by the help of the results from this study.",10.1109/ICCMC51019.2021.9418341,S. Singh; T. Chauhan; V. Wahi; P. Meel
Research on Intelligent Supervision and Application System of Food Traceability Based on Blockchain and Artificial intelligence,2021,1,Topic_1_blockchain_security_data,1.0,"The lack of transparency in the production and circulation of commodities and the lack of corresponding supervision have led to endless problems such as food safety, counterfeit and shoddy products, loss and damage of commodities, and damage to the rights and interests of consumers. The traditional centralized database traceability monitoring system has serious problems of data trust, data fragmentation, difficulty in accountability, and low enthusiasm of merchants. In order to solve the traditional system problems, it is proposed to build an intelligent supervision system model for food traceability based on blockchain and artificial intelligence. Blockchain technology can effectively make up and improve the shortcomings of the existing commodity traceability technology, and achieve full process control and real-time storage. Forensic forensics, increase transparency, prevent counterfeiting, and increase consumer trust; AI uses industry-sharing data to perform big data analysis to guide companies in business decisions; at the same time, in order to increase user stickiness and increase the ecological environment of the platform, the article proposes to increase Blockchain and artificial intelligence and application ecology form a more practical and complete integrated system model of traceability, supervision and application. Finally, using FISCO BCOS as a blockchain platform development platform, the validity of the model is verified, and it can provide a certain reference for food traceability companies, software R&D companies, and government regulatory agencies.",10.1109/ICIBA52610.2021.9688295,C. Ling; T. Zeng; Y. Su
Short-Term Traffic Flow Prediction Based on Ensemble Machine Learning Strategies,2021,6,Topic_6_smart_city_smart city,0.5339622714854683,"In order to solve the problem of traffic congestion, many city governments have begun to develop intelligent transportation systems. As a research hotspot in the field of intelligent transportation, the short-term traffic flow prediction is of great significance to traffic diversion and route planning. In the recent big data era, the machine learning (ML) algorithms have been applied to mining deep information in the data. However, the performance of a single ML model is usually not good. The ensemble learning can improve accuracy in most cases. In this paper, we propose a new short-term traffic flow prediction model. This paper regards the traffic prediction problem as a regression prediction problem, rather than a time series forecasting problem. The proposed model combines the prediction results of the XGBoost, LightGBM and CatBoost models through the ensemble machine learning strategy. With the experiments on real traffic data in Xi'an city, this paper has obtained the comparison of predictive performance of the models. Compared with single models such as the ARIMA, LSTM, XGBoost, LightGBM and CatBoost models, the results show the proposed model is more accurate and more suitable for short-time traffic status prediction.",10.1109/DDCLS52934.2021.9455594,X. Zeng; Y. Wang; X. Deng; J. Wang
Optimizing Healthcare,2021,-1,Outliers,0.5341484204925185,"Collective Social Intelligence (CSI) is an approach to new product development research that centers on creating an effective capability for big data analysis, the internet of things (IoT), online social networks and project portfolio management to improve the ways organizations and communities relate to function collaboratively as a viable system. This has implications for all facets of society, most pertinently the institutions underpinning education, healthcare and government. In this paper we examine people, process and technology in relation to the need for optimizing healthcare, taking full advantage of design thinking and systems thinking to produce change and continuous improvement through collaboration. We show healthcare policy and implementation as one example of why this approach is vitally important and how this approach creates change and improvement. We also describe CSI and our software R&D as solutions to mitigate the negative effects of social media on our institutions. This approach is predicated on a convergence of existing and highly regarded strategies for management and information flow with mechanisms and cultures driving modes of communication and visualization.",10.1109/HEALTHCOM49281.2021.9399021,J. Jones; J. Jones
"Connected Medical Kiosks to Counter COVID-19: Needs, Architecture & Design Guidelines",2021,4,Topic_4_healthcare_health_data,1.0,"In several countries, the connected systems and especially the Internet of Medical Things (IoMT) based systems has been deployed with other advanced technologies to counter and to mitigate the spread of the coronavirus disease 2019 known as (COVID-19) and to smooth the severity of the pandemic. Accordingly, many IoMT-based systems merged with the use of blockchain, artificial intelligence and big data analytics proposed and adopted by diverse countries and governments to counter COVID-19 pandemic. In this context, this paper highlights the needs, the architecture, the design guidelines and the provided services related to our proposed system named (CMK-COVID: Connected Medical Kiosks to Counter COVID-19). Besides that, this paper offers useful insights into the literature related IoMT-based solutions countering COVID-19.",10.1109/IWCMC51323.2021.9498816,L. C. Fourati; S. Rekhis; S. Ayed; M. Jmaiel
Impact of Digitalization of the Healthcare Industry and Covid 19 Management: Case of the UAE,2021,-1,Outliers,0.1635387377438396,"Technology has changed the face of almost every sphere of life including the healthcare system which was erstwhile considered a subject of pure clinical evaluation. The onset of the Covid 19 pandemic underscored adaptation to technology as the singular solution to address the banes of the huge number of people afflicted with it globally with limited healthcare workers and resources. The opening of a small healthcare centre in the Al Ras region marked the beginning of healthcare in Dubai. The healthcare system of the UAE has grown exponentially over the years, and it now offers a variety of specialized services that sets it apart from the others. The UAE healthcare industry is increasingly improving to meet the changing needs of its people as well as the country's goal to become a regional medical tourism hub. The government is implementing several long-term projects to achieve balanced growth and to incorporate sustainable growth in the industry while meeting the immediate needs of the population. Comprehensive health-care reforms have been enacted over the last ten years. This paper examines the development and results of Health-Care reforms in the UAE using primary data collected by conducting a survey in a prominent health organization in the UAE. The main aim of the survey was to study the impact of digitalization on the healthcare sector in the UAE. The case in point was the influence of digitalized measures including Big Data Analytics and Artificial Intelligence (AI) in handling the Covid-19 situation from the point of view of the healthcare sector employees.",10.1109/ICCCNT51525.2021.9580088,N. Pillai; M. M. Bishnoi; C. M. Jakhiya
Research on Evaluation Index System of Urban Bus and Trolleybus Line Network,2021,-1,Outliers,0.5118529354939699,"Public transport is an important part of urban development and management. Urban bus and trolleybus are parts of urban public transport and one of the most basic modes of travel provided by the government for the public, which are related to the immediate interests of the public. Urban bus and trolleybus network is the layout of bus and trolleybus on the road network. The more reasonable the bus network layout is, the higher the service level of bus and trolleybus will be. However, there are few researches on the evaluation of bus and trolleybus line network in China at present, a systematic evaluation index system has not yet been established, which makes it difficult to systematically and effectively evaluate the line network. In this paper, the evaluation indexes suitable for each city are selected from the perspective of the performance of bus and trolleybus line network and the bus and trolleybus operation effect to establish an evaluation index system of bus and trolleybus line network, including 11 indexes. At the same time, the paper gives the recommended collection method of each index, such as GIS, big data of bus credit card and electronic payment. The research results provide a reference for the planning, construction and management of bus and trolleybus, and provide a basis for improving the urban bus and trolley bus service and urban management.",10.1109/ICUEMS52408.2021.00009,H. Meng; G. Zhong; P. Xiao
Emerging Technologies of Industry 4.0: Challenges and Opportunities,2022,-1,Outliers,0.18743598125142533,"Industry 4.0 is beyond change and transformation but a comprehensive revolution that accelerates scientific and technological progress, which has led to great functionality of emerging technologies in which the artificial intelligence (AI), Internet of Things (IoT) and other supporting technologies serve as backbones for upgrading industrial chains. These have gained popularity over the years and known for far-reaching transformation, especially where complex systems are involved. They are known for synchronization and speed in the new digitalization era and globalized milieu. However, developing countries are still besieged in terms of meeting up with the current technologies. This article is an exposition to the emerging technologies of the fourth industrial revolution. The first section of this study gives a brief overview of Industry 4.0. Secondly, the emerging technologies of Industry 4.0 are further discussed, which include the Internet of things, blockchain, Fifth Generation Wireless Communications Technologies (5G), 3D Printing, biometrics, Virtual and Augmented Reality, Big data, Cloud Computing, Biometrics, Nanotechnology, biotechnology, smart factory, and others are discussed. Finally, the challenges and opportunities of the industry 4.0 technologies are discussed. The findings of this review would be beneficial to strategic and operational experts in industries, academia, stakeholders and government. Electronic document is a “live” template and already defines the components of your paper [title, text, heads, etc.] in its style sheet.",10.1109/icABCD54961.2022.9856002,M. O. Okwu; L. K. Tartibu; C. Maware; D. R. Enarevba; J. O. Afenogho; A. Essien
Comparative Analysis of High-Performance Computing Systems and Machine Learning in Enhancing Cyber Infrastructure: A Multiple Regression Analysis Approach,2022,-1,Outliers,0.11669447630122451,"The invention of advanced digital technologies like machine learning, big data and other tools has disrupting the computing landscape in the current decades. The data corporations like Amazon, Google, Microsoft and others are focusing in tapping new opportunities through better information technology infrastructure, support in delivering higher performance for many companies, individuals and government. The traditional method of sing computing technologies to enhance coyer infrastructure is inadequate with the current development of Industry 5.0, hence the companies are implementing radical approach to understand the current and future requirement of the business and create better cyber infrastructure using high performance computing systems and machine learning. The continuous quest in understanding the overall pattern which shift through high quality data set has disrupted technological platform, the combination of machine learning approaches, robotics, high performance computing systems has boosted the overall performance in information technologies and companies are adopting these novel measures to use high computing methods, deep learning techniques and others for enhancing the cyber infrastructure. Since Machine learning (ML) and High-performance Computing (HPC) are continuously evolving, companies can now able to process the data with higher volume, understand the criticality of business operation and reduce the time to take quick action for sustainable development. Hence this study's is involved in understanding the criticality of implementing ML and HPC measures for supporting the cyber infrastructure requirements of organization in an effective manner.",10.1109/ICIPTM54933.2022.9753839,F. Torres-Cruz; A. K. Sahu; R. T. Huayhua; M. Julio; M. Bellido; I. O. Limachi; J. C. L. Huanca
20 Million-Dollar Problems for Any Brain Models and a Holistic Solution: Conscious Learning,2022,-1,Outliers,0.03606658916512303,"This is a theoretical paper. It raises 20 open problems each of which is estimated to require one million dollars of investment or more. They are (1) the image annotation problem (e.g., retina is without bounding box to learn, unlike ImageNet), (2) the sensorimotor recurrence problem (e.g., all big data sets are invalid), (3) the motor-supervision problem (e.g., impractical to supervise motors throughout lifetime), (4) the sensor calibration problem (e.g., a life calibrates the eyes automatically), (5) the inverse kinematics problem (e.g., a life calibrates all redundant limbs automatically), (6) the government-free problem (i.e., no task-aware homunculus inside a brain), (7) the closed-skull problem (e.g., supervising hidden neurons is biologically implausible), (8) the nonlinear controller problem (e.g., a brain is a nonlinear controller but task-nonspecific), (9) the curse of dimensionality problem (e.g., a set of global features is insufficient for a life), (10) the under-sample problem (i.e., few available examples in a life), (11) the distributed vs. local representations problem (i.e., how both representations emerge), (12) the symbol problem (also called grounding problem, thus must be free from any symbols), (13) the local minima problem (so, avoid error-backprop learning and Post-Selections), (14) the abstraction problem (i.e., require various invariances and transfers), (15) the compositionality problem (e.g., metonymy beyond those composable from sentences), (16) the smooth representations problem (e.g., brain representations are globally smooth), (17) the motivation problem (e.g., including reinforcements and various emotions), (18) the global optimality problem (e.g., avoid catastrophic memory loss and Post-Selections), (19) the auto-programming for general purposes (APFGP) problem, (20) the brain-thinking problem. The paper discusses also why the proposed holistic solution of conscious learning [1], [2] solves each.",10.1109/IJCNN55064.2022.9892445,J. Weng
Mobility of Indonesian during Early Pandemic: Insights from Mobile Positioning Data,2022,6,Topic_6_smart_city_smart city,0.6428670220889419,"Mobile Positioning Data (MPD) contains information on the location of the mobile phone by approximating mobile phones’ location relative to fixed infrastructures (e.g., telecommunication towers that transmit signals). While the data query is technically straightforward, obtaining this dataset requires particular permission to protect customers’ privacy. Additionally, the dataset has large volumes of data (i.e, up to 300GB per day), resulting in not many researchers holding this data source to analyze the mobility of people. In this work, we collaborate with one of the biggest telecommunication service providers in Indonesia to collect MPD and prepare the big data infrastructure. We thus analyze mobility patterns during the early phase of COVID-19 in 2020 using actual Mobile Positioning Data in five provinces in Java. We use three metrics, namely, the number of visits, averaged travel distance, and Origin-Destination matrix. The findings indicate that the social restriction in the corresponding provinces has reduced the average traveled distance of the people, but not their number of visits. That is, while the traveled distance has declined more than eight times compared to the baseline, the number of visits may rocket up, up to nine times. It indicates that people are still having shorter trips even though their regular activities (working, schooling, etc.) have been restricted. The data also show that during Ramadhan month, the government has a successful intervention in restricting people for mudik Lebaran, The number of visits dropped to below 30 visits during Ramadhan and only small spikes exist during ‘libur lebaran’.",10.1109/ICITEE56407.2022.9954078,Widyawan; M. Syarif; A. R. Pratama
Parallel Assisted Learning,2022,-1,Outliers,0.12388206197996461,"In the era of big data, a population's multimodal data are often collected and preserved by different business and government entities. These entities often have their local machine learning data, models, and tasks that they cannot share with others. Meanwhile, an entity often needs to seek assistance from others to enhance its learning quality without sharing proprietary information. How can an entity be assisted while it is assisting others? We develop a general method called parallel assisted learning (PAL) that applies to the context where entities perform supervised learning and can collate their data according to a common data identifier. Under the PAL mechanism, a learning entity that receives assistance is obligated to assist others without the need to reveal any entity's local data, model, and learning objective. Consequently, each entity can significantly improve its particular task. The applicability of the proposed approach is demonstrated by data experiments.",10.1109/TSP.2022.3229637,X. Wang; J. Zhang; M. Hong; Y. Yang; J. Ding
Persistence of RDF Data into NoSQL: A Survey and a Reference Architecture,2022,-1,Outliers,0.14073170492129172,"RDF is being increasingly considered in a broad range of information management scenarios. Governments, large corporations, startups, and other organizations around the world are using RDF as a data model to represent and share knowledge. However, there is still a long evolutionary track with multiple challenges for RDF reaching the scale of the most recent Big Data intensive applications (e.g., Smart Cities, Sensor Networks, eHealth, Internet of Things). In this survey, we review the usage of NoSQL databases to the storage of large RDF graphs by rehearsing the latest surveys and expanding their findings by updating proposals and bringing light to aspects such as model mapping between RDF and NoSQL, triple indexing and partitioning, graph fragmentation and data caching. Moreover, we explain how the surveyed works extended the RDF capabilities so the datasets can benefit of the characteristics of scalability, schemaless data, and better overall performance of NoSQL databases. The survey summarizes the current state of art, discusses open problems, and proposes a Reference Architecture (RA). For the best of our knowledge, this is the first survey where the focus is solely on papers that use one or more NoSQL systems for the RDF persistence.",10.1109/TKDE.2020.2994521,L. H. Z. Santana; R. d. S. Mello
Trusted Healthcare Smart Brain : Innovational Internet Architectures of Intelligent Collaboration of Multi-institution for the Healthcare Service,2022,4,Topic_4_healthcare_health_data,1.0,"In the past decade, with the deepening of the aging of the population and the strengthening of the health consciousness of the whole society, the Internet healthcare service has grown to be an inevitable trend of current society. We propose a collaborative adaptive architecture named Trusted Healthcare Smart Brain (THSB) for cross-blockchain intelligent collaboration of multi-institution healthcare services. THSB is an interdisciplinary system with Healthcare Internet of Things (H-IoT), blockchain, Artificial Intelligence, Cloud Computing, Big Data, and Internet. The participants of THSB include patients, rehabilitation institutions, medical service institutions, healthcare content service institutions, medical regulatory institutions, scientific research institutions, and government institutions. In addition, we propose a medical resources service balance method to maximize the utilization of medical service resources to solve the contradiction between random medical events and the normal distribution of medical resources.",10.1109/CSCWD54268.2022.9776119,S. He; H. Zhao; L. Yu; J. Jing; Z. Dong; C. Du
Co-Production Active Learning for Operational Sea Ice Mapping,2022,-1,Outliers,0.11150250301310137,"Intensified climate warming is extending ice-free conditions, and, in turn, increasing high-latitude maritime activity. This environmental shift, in conjunction with emerging satellite technologies and resulting Big Data streams, enhances operational pressure on organizations such as the United States National Ice Center (USNIC), who provides the U.S Government with sea ice charts for maritime safety of navigation and maritime-domain awareness. To advance technical capabilities, the National Geospatial-Intelligence Agency (NGA) collaborated with the USNIC on an R&D sea ice program, to develop Machine-Learning based algorithms, which include a tool that deploys Active Learning methods for sea ice classification using synthetic aperture radar (SAR) data. Active Learning algorithms are particularly advantageous because they selectively query users for additional labeled data, leading to effective learning strategies that require substantially less training data compared to traditional methods. We present the Human-machine-teaming tool (NOEL), which has shown a user need only label 5 image patches to achieve a 94% classification accuracy of ice/open water at native image resolution. In addition, NOEL is computationally efficient, requiring minutes to run with current USNIC computing systems. Lastly, we present the Ice Analyzer, a web-based tool which facilitates analysis of the sea ice products created by NOEL. Such advancements in which the NGA and USNIC are developing address current and future demands of a rapidly changing Arctic.",,M. Ortiz; E. B. Wendoloski; P. C. Slingerland; T. Le; E. R. Bernstein; J. W. McCord; P. Sage; W. Schwartzkopf; B. McDonald; A. Darden
Japanese Personal Information Protection System and Its Enlightenment to China,2022,2,Topic_2_protection_privacy_law,1.0,"In the era of “big data”, personal information can be accumulated and utilized in large quantities. At the same time, the uneasiness about the invasion of personal privacy also follows. This paper focuses on the development and evolution of Japan’s Personal Information Protection Law, the restrictions on the application of personal information in Japan, the key points of revision of Japan’s Personal Information Protection Law and other measures taken by the Japanese government, and puts forward three inspirations from Japan’s personal information protection system to China. That is, (1) formulate a special law of the Personal Information Protection Law of the People’s Republic of China, (2) encourage all social parties to actively participate in “personal information protection”, and (3) establish a personal information protection system in line with national conditions. It is expected to provide useful reference for the further improvement of China’s information protection system.",10.1109/AEIS59450.2022.00012,T. Xu; W. Li
Confli-T5: An AutoPrompt Pipeline for Conflict Related Text Augmentation,2022,3,Topic_3_social_media_social media,1.0,"Recent advances in natural language processing (NLP) and Big Data technologies have been crucial for scientists to analyze political unrest and violence, prevent harm, and promote global conflict management. Government agencies and public security organizations have invested heavily in deep learning-based applications to study global conflicts and political violence. However, such applications involving text classification, information extraction, and other NLP-related tasks require extensive human efforts in annotating/labeling texts. While limited labeled data may drastically hurt the models’ performance (over-fitting), large demands on annotation tasks may turn real-world applications impracticable. To address this problem, we propose Confli-T5, a prompt-based method that leverages the domain knowledge from existing political science ontology to generate synthetic but realistic labeled text samples in the conflict and mediation domain. Our model allows generating textual data from the ground up and employs our novel Double Random Sampling mechanism to improve the quality (coherency and consistency) of the generated samples. We conduct experiments over six standard datasets relevant to political science studies to show the superiority of Confli-T5. Our codes are publicly available 1.",10.1109/BigData55660.2022.10020509,E. S. Parolin; Y. Hu; L. Khan; P. T. Brandt; J. Osorio; V. D’Orazio
