Title,Publication Year,Topic,Topic_Name,Topic_Probability,Abstract Note,DOI,Author
Research on Big Data Reference Architecture Model,2020,1,Topic_1_data_big_big data,1.0,"For ISO / / IEC TS 25011:2017 some deficiencies of big data reference system. In this paper, we redesigned the big data reference system structure model, and proposed a goal (big data information service quality), three chains (information value chain, information technology value chain and information assurance value chain) and five roles (big data application provider, big data framework provider and big data information assurance provider) 1-3-5 model of data provider and data consumer, and all the attributes of the model are described. In the part of big data information service quality, the deficiencies in ISO / / IEC TS 25011:2017 are corrected. Then, the basic system of big data is proposed. Under the big data reference architecture model proposed in this paper, compared with some other typical models, the conclusion is that other typical models can be replaced completely.",10.1109/ICAIBD49809.2020.9137451,L. Xiaofeng; L. Jing
Data Value Networks: Enabling a New Data Ecosystem,2016,1,Topic_1_data_big_big data,0.48246565483501397,"With the increasing permeation of data into all dimensions of our information society, data is progressively becoming the basis for many products and services. It is hence becoming more and more vital to identify the means and methods how to exploit the value of this data. In this paper we provide our definition of the Data Value Network, where we specifically cater for non-tangible data products. We also propose a Demand and Supply Distribution Model with the aim of providing insight on how an entity can participate in the global data market by producing a data product, as well as a concrete implementation through the Demand and Supply as a Service. Through our contributions we project our vision of generating a new Economic Data Ecosystem that has the Web of Data as its core.",10.1109/WI.2016.0073,J. Attard; F. Orlandi; S. Auer
Automotive Big Data Pipeline: Disaggregated Hyper-Converged Infrastructure vs Hyper-Converged Infrastructure,2020,1,Topic_1_data_big_big data,1.0,"Big data disrupts everything it touches, but automotive is probably one of the top industries that enjoy and leverage the benefits. The Automotive Big Data Pipeline (ABDP) is a Big Data pipeline base on the automotive use case and is required to scale up agile and high performance in real-time or in batch. Nonetheless, there're many alternative infrastructure designs but lack of knowledge, which fits the best for the automotive domain. It leads this paper into a question: What kinds of infrastructure design could provide better performance for the ABDP?In this paper, we introduce two well-known infrastructure designs called Hyper-Converged infrastructure (HCI) and Disaggregated Hyper-Converged infrastructure (DHCI). HCI combines standard data center hardware using locally attached storage resources to create fast, common building blocks. However, does single standard hardware fit all the requirements? DHCI scale independently from compute and storage provides an option. It provides a more cost-efficient and flexible solution; however, there is no comparison from the performance point of view. Therefore, to address it, our objective is to conduct an empirical performance comparison to see which one performs better.The experiment result shows that DHCI performs almost the same as HCI on CPU utilization, memory, and network consumption. However, regarding storage and running time metrics, DHCI performs slightly higher storage throughput, IOPs, and less running time than HCI.",10.1109/BigData50022.2020.9378045,C. J. Wang; B. Kim
Big Data Pipeline with ML-Based and Crowd Sourced Dynamically Created and Maintained Columnar Data Warehouse for Structured and Unstructured Big Data,2020,1,Topic_1_data_big_big data,0.7316533583586019,"The existing big data platforms take data through distributed processing platforms and store them in a data lake. The architectures such as Lambda and Kappa address the real-time and batch processing of data. Such systems provide real time analytics on the raw data and delayed analytics on the curated data. The data denormalization, creation and maintenance of a columnar dimensional data warehouse is usually time consuming with no or limited support for unstructured data. The system introduced in this paper automatically creates and dynamically maintains its data warehouse as a part of its big data pipeline in addition to its data lake. It creates its data warehouse on structured, semi-structured and unstructured data. It uses Machine Learning to identify and create dimensions. It also establishes relations among data from different data sources and creates the corresponding dimensions. It dynamically optimizes the dimensions based on the crowd sourced data provided by end users and also based on query analysis.",10.1109/ICICT50521.2020.00018,K. Ghane
Maritime data technology landscape and value chain exploiting oceans of data for maritime applications,2017,1,Topic_1_data_big_big data,0.6458731996768873,"Maritime areas covers a large percentage of our world, being most of this area unexplored. Despite this, the sea has one of the most valuable and mostly exploited “economic platforms” of mankind, with applications in different sectors (as fishing industry, transportation cargo, etc.). Although this situation and the great evolution in technology can contribute to better know of the sea, this has not been happening. Given that a systematic collection of maritime data has already been carried out, yet is still dispersed and not used in its entirety. This is one of the objectives of the H2020 BigDataOcean project (http://www.bigdataocean.eu/site/), collecting the various data sources and thus being able to treat them together in order to obtain better results. This paper presents the analysis of the current landscape of big data, starting from the identification of existing ones, used tools and methodologies to be integrated in the project services, and platform with the aim of retrieving and analyzing the maritime data is presented. Then, the requirement engineering methodology is presented, being the methodology used during the project to identify the stakeholders, data sources, data value chain and the technologic gaps, resulting the in the identification of the first iteration of the requirements.",10.1109/ICE.2017.8280006,J. Ferreira; C. Agostinho; R. Lopes; K. Chatzikokolakis; D. Zissis; M. -E. Vidal; S. Mouzakitis
Design of big data-driven framework based on manufacturing value chain,2021,3,Topic_3_industry_manufacturing_chain,1.0,"With the proposal of intelligent manufacturing 2025, many manufacturing industries are exploring in upgrading and transformation. The reason is the country’s overall economic level cannot be improved without the support of the manufacturing industry. Since manufacturing activities involve multi-link resource integration, use of a variety of high and new technologies, and require a lot of labor force. To achieve high earnings, it is necessary to analyze and optimize the whole process of business links. However, the actual production process involves a large number of equipments and workers. This has created some ongoing challenges for data collection, storage, analysis and optimization. This paper focuses on the value chain of manufacturing enterprises, and proposes a big data-driven framework for manufacturing based on Internet of Things cloud platform. The framework is data-driven and aims at the value-added of enterprise value chain. Multiple production links are considered to be linked to the cloud. The dynamic feedback information of each link is used to adjust business operations. This paper theoretically analyzes the data flow process of manufacturing enterprises in the corporate value-added chain. Taking the production process as an example, the paper explains how the value-added of production can be obtained from a data perspective. This will help to speed up the process of digital and intelligent transformation of manufacturing.",10.1109/ICAMechS54019.2021.9661489,J. Song; A. Wang; P. Liu; D. Li; X. Han; Y. Yan
Engineering Big Data to Small Businesses: Lessons Learned from a Case Study,2018,-1,Outliers,0.2222666017844368,"Big Data has become an important technical force to advance many industries. Many big data techniques have been invented and open-sourced for public use. The small businesses, which form the major part of the whole business world, still face great challenges in applying big data solutions to their own businesses. However, there are few cases that have been published to report the procedure of engineering big data in small businesses. This fact leads to insufficient references for small businesses to take to figure out their own scenarios of applying big data. In this paper, we report a pilot case study on a small business applying big data to an electric signal process project. It describes in detail the procedure of analyzing the business logics, identifying big data requirements, and selecting appropriate big data techniques for engineering solutions. We also share lessons learned from this case study, which can be a general reference for those small businesses on trying their own big data application cases.",10.1109/BigDIA.2018.8632796,C. Jia; D. Jing; Y. Yang; P. Fan; W. Sun; Y. Feng
PoPI Act - opt-in and opt-out compliance from a data value chain perspective: A South African insurance industry experiment,2016,2,Topic_2_data_privacy_security,0.8614496233210088,"Personal information is collected and processed by various companies when individuals buy products and services, share their information on social media or enter their details in competitions and so on. This personal information, which could potentially also be shared with third party companies, is analyzed to tailor services and products to consumer's preferences and online behavior, with the objective of creating a data value chain. When the Protection of Personal Information (PoPI) Act (2013) comes into effect in South Africa, companies will have to comply with the conditions of PoPI and protect individuals' personal information accordingly. Companies will only be allowed to use personal information for the agreed purpose it was collected for and must obtain individuals' consent to share or further process their information. This research sets out to monitor the flow of personal information through an experiment to establish if data value chains are shaped within the South African insurance industry, and to establish whether the consumer's personal information, which is part of the data value chain, is processed in line with certain conditions of PoPI. The experiment highlighted that some of the insurance companies in the selected sample did not comply with the opt-in or opt-out preferences of the researcher. In addition some did not meet with the condition to obtain consent before sharing personal information with third parties for marketing purposes. No formal data value chains could be identified during the time frame of this experiment as it was found that the researcher was contacted randomly about generic marketing and communication offerings.",10.1109/ISSA.2016.7802923,P. Swartz; A. Da Veiga
"A Study of Big Data Analytics: Tools, Applications, and Information Value Chain",2024,1,Topic_1_data_big_big data,1.0,"In the internet world, data is generated quickly, every second, from different sources. Therefore, various applications, including social networking sites, e-commerce websites, review websites, mobile apps, and various blogs, generate terabytes of random data in their state. So, it is a big problem to store and manage data. Extracting relevant information to make decisions on these big data sets requires a lot of effort at various levels. As a result, big data analysis research is necessary in the automobile industry. In this paper, we focus on the meaningful impact of a big data analytic approach to achieve faster and more accurate results in various areas such as education, healthcare, insurance, banking and finance, manufacturing, government, and marketing, and also play a big role in achieving sustainable development goals. In this paper, we propose a new information value chain framework for big data analytics processes. We also examine some important analysis tools that can handle huge amounts of data.",10.1109/ICAIT61638.2024.10690840,M. Pandey; A. S. Bist
A Decoupled Data Pipeline and its Reliability Assessment: Case Study in Extreme Climatic Humans Studies,2021,1,Topic_1_data_big_big data,1.0,"Data platforms with an ability to capture, process and analyze high frequency streaming data from vast complex systems reliably with high scalability is the central problem in this paper. Particularly when developed data platforms are to be deployed within extreme climatic conditions. We have developed a decoupled data pipeline by fusing multiple services within edge and cloud computing paradigms following design principles in software reliability to provide optimal services during vast human studies in extreme climatic simulations. The data pipeline is demonstrated through a pre-deployment acclimation case study in climatic chambers. Performance evaluation of each service within the developed pipeline shows high levels of reliability and availability across multiple testing and study simulations. As a result, real-time data from multiple complex data sources are made available for on time personalized analytics for analysis of physiological responses to austere environmental conditions.",10.1109/BigData52589.2021.9671597,C. Inibhunu; J. Yeung; A. Gates; B. Chicoine; C. McGregor
Research of Information Management System by Big Data Algorithm and Computer visualization,2021,1,Topic_1_data_big_big data,1.0,"The article not only analyzes the impact of the big data value chain on the four processes of forecasting, decision-making, control and evaluation from the perspective of financial activities, but also analyzes the impact of big data technology on stakeholders from the perspective of financial the talents analyze the challenges in the application of big data. At the end of the article, an enterprise financial management information system is established based on computer big data algorithms. Combining SWT technology here, we elaborate on the specific design of the enterprise financial management system, and use actual operations in the financial system implementation to demonstrate the financial system process through the system interface. The graphical user interface developed based on SWT realizes corporate finance. The main function of management. Practice has shown that the system is not only simple to operate, but also has a friendly interface. It is a flexible, reliable, fully functional and practical information management system.",10.1109/ICESIT53460.2021.9696680,N. Zhang; H. Duan
My (fair) big data,2017,1,Topic_1_data_big_big data,0.8601401603407659,"Policy making has the strict requirement to rely on quantitative and high quality information. This paper will address the data quality issue for policy making by showing how to deal with Big Data quality in the different steps of a processing pipeline, with a focus on the integration of Big Data sources with traditional sources. In this respect, a relevant role is played by metadata and in particular by ontologies. Integration systems relying on ontologies enable indeed a formal quality evaluation of inaccuracy, inconsistency and incompleteness of integrated data. The paper will finally describe data confidentiality as a Big Data quality dimension, showing the main issues to be faced for its assurance.",10.1109/BigData.2017.8258267,T. Catarci; M. Scannapieco; M. Console; C. Demetrescu
Big Data Pre-Processing: Closing the Data Quality Enforcement Loop,2017,1,Topic_1_data_big_big data,0.7316650565781841,"In the Big Data Era, data is the core for any governmental, institutional, and private organization. Efforts were geared towards extracting highly valuable insights that cannot happen if data is of poor quality. Therefore, data quality (DQ) is considered as a key element in Big data processing phase. In this stage, low quality data is not penetrated to the Big Data value chain. This paper, addresses the data quality rules discovery (DQR) after the evaluation of quality and prior to Big Data pre-processing. We propose a DQR discovery model to enhance and accurately target the pre-processing activities based on quality requirements. We defined, a set of pre-processing activities associated with data quality dimensions (DQD's) to automatize the DQR generation process. Rules optimization are applied on validated rules to avoid multi-passes pre-processing activities and eliminates duplicate rules. Conducted experiments showed an increased quality scores after applying the discovered and optimized DQR's on data.",10.1109/BigDataCongress.2017.73,I. Taleb; M. A. Serhani
An Outline on Big Data and Big Data Analytics,2018,1,Topic_1_data_big_big data,1.0,"With the rapid advancements in technological applications have led to the flooding of data from various sources like web, social network data, business data, medical records, etc. over the preceding years. As compared to traditional data, big data reveals a unique characteristic from its three V's which means big data is unstructured. In this era, the emerging trend requires the involvement of advanced data analysis, acquisition and management techniques to mine and collect appropriate data in a structured way. In this paper, we describe the definitions and the challenges of big data systems. Next, a systematic framework decomposes the architecture of big data systems into four stages like data generation, data acquisition, data storage and data analytics. These stages form the basis of big data value chain. Finally, some solutions are discussed to tackle the challenges of big data and future attention is required for big data systems.",10.1109/ICACCCN.2018.8748683,D. Gaurav; J. K. P. Singh Yadav; R. K. Kaliyar; A. Goyal
SIM-PIPE DryRunner: An approach for testing container-based big data pipelines and generating simulation data,2022,1,Topic_1_data_big_big data,1.0,"Big data pipelines are becoming increasingly vital in a wide range of data intensive application domains such as digital healthcare, telecommunication, and manufacturing for efficiently processing data. Data pipelines in such domains are complex and dynamic and involve a number of data processing steps that are deployed on heterogeneous computing resources under the realm of the Edge-Cloud paradigm. The processes of testing and simulating big data pipelines on heterogeneous resources need to be able to accurately represent this complexity. However, since big data processing is heavily resource-intensive, it makes testing and simulation based on historical execution data impractical. In this paper, we introduce the SIM - PIPE Dry Runner approach - a dry run approach that deploys a big data pipeline step by step in an isolated environment and executes it with sample data; this approach could be used for testing big data pipelines and realising practical simulations using existing simulators.",10.1109/COMPSAC54236.2022.00182,A. Thomas; N. Nikolov; A. Pultier; D. Roman; B. Elvesæter; A. Soylu
Big data gathering and mining pipelines for CRM using open-source,2015,1,Topic_1_data_big_big data,0.7273611073067439,"Customer Relationship Management (CRM) is currently the fastest growing sector of enterprise software, estimated to increase to $36.5B worldwide by 2017. CRM technologies increasingly use data mining primitives across multiple applications. At the same time, the growth of big data has led to the evolution of an open source big data software stack (primarily powered by Apache software) that rivals traditional enterprise database (RDBMS) stacks. New technologies such as Kafka, Storm, HBase have significantly enriched this open source stack, alongside more established technologies such as Hadoop MapReduce and Mahout. Today, enterprises have a choice to make regarding which stack they will choose to power their big data applications. However, there are no published studies in literature on enterprise big data pipelines built using open source components supporting CRM. Specific questions that enterprises have include: how is the data processed and analyzed in such pipelines? What are the building blocks of such pipelines? How long does each step of this processing take? In this work, we answer these questions for a large scale (serving over a 100M customers) industrial CRM pipeline that incorporates data mining, and serves several applications. Our pipeline has, broadly, two parts. The first is a data gathering part that uses Kafka, Storm, and HBase. The second is a data mining part that uses Mahout and Hadoop MapReduce. We also provide timings for common tasks in the second part such as data preprocessing for machine learning, clustering, reservoir sampling, and frequent itemset extraction.",10.1109/BigData.2015.7364128,K. Li; V. Deolalikar; N. Pradhan
Research on the Influencing Factors of Energy Big Data Value Based on DEMATEL-ISM Model,2024,-1,Outliers,0.2869293813704062,"Clarifying the influencing factors of energy big data value is an important part of releasing the value of energy big data assets and promoting the in-depth development of the energy industry, but the current research on the influence factors of energy big data value is relatively lacking. Therefore, based on the energy big data value chain, this paper analyzes the influencing factors affecting the whole link from energy big data value generation to value realization. Then, it establishes the DEMATEL-ISM model. Finally, it optimizes and screens the factor set based on the DEMATEL-ISM model, clarifies the intrinsic structural relationship among the factors, and reveals the key influencing factors and the degree of influence.",10.1109/SGES63808.2024.10824122,Y. Feng; S. Wang; Q. Li; L. Ju; Z. Zhang
A privacy weaving pipeline for open big data,2016,2,Topic_2_data_privacy_security,1.0,"The power of big data gives us an unprecedented chance to understand, analyze, and recreate the world, while open data ensures that power be shared and widely exploited. Open and big data has become the emerging topics for researchers and governments. Thus, the related privacy issues also become an emerging urgent problem. In this work, we propose a conceptual framework of privacy weaving pipeline dedicated for producing open and big data while preserving privacy. Within the processing pipeline, each step of the process flow considers the privacy assurance to manipulate datasets. However, the complexity of process flow is the same as normal data pipeline. The experimental prototype confirms the feasibility of framework design. We hope this work will facilitate the development of open and big data industry.",10.1109/ASONAM.2016.7752362,Y. -C. Yu; D. -R. Tsai
"A Framework for the Design, Development, Testing and Deployment of Reliable Big Data Platforms",2022,1,Topic_1_data_big_big data,1.0,"We consider the problem of reliability in big data science projects that are comprised of multiple computing platforms and complex architectures that harness data. Specifically on their ability to capture, process and analyze streaming high frequency data from vast complex systems reliably with effective scalability for deployment in vast domains such as clinical care, smart cities or within extreme climatic work environments. This paper introduces a framework to enable reliable data science projects by integrating multiple computing principles of autonomy, local responsibility, fault tolerance, symmetry, decentralization, well-understood building blocks, and simplicity. The designed framework is applied in the development of a decoupled data pipeline demonstrated through a case study on pre-deployment acclimation strategies that is continuously monitored to ensure reliability and availability is effectively quantified.",10.1109/BigData55660.2022.10020382,C. McGregor; C. Inibhunu
DEF-PIPE: Domain Specific Language Visualization for Big Data Pipelines,2023,1,Topic_1_data_big_big data,0.7634980012233145,"The complexity of Big Data analysis requires a combination of different software components into a pipeline performing different analysis steps. Supporting such pipelines requires different expertise provided by different actors: domain experts and technical/computing experts. The main objective of this work is to support domain experts with a tool for pipeline description, which does not require deep technical knowledge about the deployment and execution of Big Data pipelines. We present a solution to visualize Big Data pipeline description using the DEF-PIPE tool. The solution shows that the process of pipeline description is simple and intuitive for users who are not experts in computing. At the same time, DEF-PIPE automatically generates a textual description of the designed data pipelines, which contains the necessary information for simulation, adaptation, deployment, and resource management of the pipeline. In this case, a separation of concerns between the design and run-time phases of the Big Data pipeline lifecycle is supported. This solution allows us to bridge the gap between domain and technical experts. Providing libraries of steps and pipelines also allows the reusing of previously developed solutions.",10.1109/CSCI62032.2023.00253,A. L. Kheirabadi; V. Mitrovic; K. Dinh; Y. Chang; M. Matskin
Big Data Pipelines on the Computing Continuum: Ecosystem and Use Cases Overview,2021,1,Topic_1_data_big_big data,0.7961586335930637,"Organisations possess and continuously generate huge amounts of static and stream data, especially with the proliferation of Internet of Things technologies. Collected but unused data, i.e., Dark Data, mean loss in value creation potential. In this respect, the concept of Computing Continuum extends the traditional more centralised Cloud Computing paradigm with Fog and Edge Computing in order to ensure low latency pre-processing and filtering close to the data sources. However, there are still major challenges to be addressed, in particular related to management of various phases of Big Data processing on the Computing Continuum. In this paper, we set forth an ecosystem for Big Data pipelines in the Computing Continuum and introduce five relevant real-life example use cases in the context of the proposed ecosystem.",10.1109/ISCC53001.2021.9631410,D. Roman; N. Nikolov; A. Soylu; B. Elvesæter; H. Song; R. Prodan; D. Kimovski; A. Marrella; F. Leotta; M. Matskin; G. Ledakis; K. Theodosiou; A. Simonet-Boulogne; F. Perales; E. Kharlamov; A. Ulisses; A. Solberg; R. Ceccarelli
An Approach for Data Pipeline with Distributed Query Engine for Industrial Applications,2020,3,Topic_3_industry_manufacturing_chain,0.5822242321868291,"The data driven services in industrial automation systems are transforming the world of automation industry by optimizing industrial processes and providing Value Added Services (VASs) with the grace of Industry 4.0, Big Data and Artificial Intelligence (AI). A demand driven data pipeline is essential to connect different industrial data sources in a shop floor with different data storage systems for service provisioning. This paper analyzes an experimental approach and corresponding challenges to optimize computing resource allocation in industrial applications to construct such demand driven data pipeline to provide data driven services through an open source, flexible and extensible distributed query engine known as Presto, which can perform interactive analytical queries for different purposes such as condition monitoring, asset management or many others.",10.1109/ETFA46521.2020.9212050,A. Ghosh Chowdhury; M. Illian; L. Wisniewski; J. Jasperneite
