Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
C6QZK32T,conferencePaper,2024,W. Wei; X. Li; K. Liu; S. Tan,A Brief Analysis of Palantir Gotham: A Collaborative and Interactive Big Data Visualization Analysis Software Based on Dynamic Ontology,2024 10th International Conference on Big Data and Information Analytics (BigDIA),2771-6902,,10.1109/BigDIA63733.2024.10808897,,"Palantir Gotham is a big data analysis and management software based on dynamic ontology technology, catering to the domains of military decision-making, national defense security, government administration, etc. This paper selects an frontend analytics software targeted at business analysts from Gotham, delves into its primary capabilities and core functionalities, examines and organizes the underlying core technologies, primarily consisting of big data integration and business mapping techniques based on dynamic ontologies, an integrated security-enhanced collaborative big data system technical architecture, and human-centered collaborative interactive visualization analysis techniques for big data. The paper analyzes and summarizes the primary mapping principles of structured data within the Palantir ontology, the key application principles of Palantir's dynamic ontology technology, along with its comprehension of the three-layer structure and three characteristics of the dynamic ontology. The paper outlines and summarizes the understanding diagram of Palantir's big data system technical architecture, identifying and elucidating its crucial technological components, and identifies and summarizes three typical frontend styles employed in Gotham's interactive visualization analysis. Ultimately, the paper shares three insights: human-computer collaborative analysis, the philosophy of dynamic ontology, and collaborative interactive analysis.",2024-10-25,2025-10-16 11:42:01,2025-10-16 11:42:01,,769-776,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2024 10th International Conference on Big Data and Information Analytics (BigDIA),,,,Big Data; Big Data Analysis; Business; Collaboration; Collaborative Interactive Visualization; Computer architecture; Data visualization; Dynamic Ontology; Human-Machine Collaboration; Ontologies; Palantir Gotham; Software; Solids; Symbiosis; Technological innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 10th International Conference on Big Data and Information Analytics (BigDIA),,,,,,,,,,,,,,,
KCED6SAP,journalArticle,2024,Y. A. Bena; R. Ibrahim; J. Mahmood; N. Talpur; M. Nasser; M. O. Ayemowa; M. N. Yusuf,Harnessing and Mitigating Big Data Governance Challenges Using Hybrid Approach: A Systematic Literature Review,IEEE Access,,2169-3536,10.1109/ACCESS.2024.3498947,,"The advent of big data has brought about significant opportunities and valuable insights to modern organizations. However, the proliferation of governance challenges is increasing dramatically, which necessitates searching for innovative approaches for managing, securing, and complying with government and organizational policies. This study conducted a systematic literature review and explored the profound impact of big data governance on modern organizations and highlighted the existing prevalent challenges and evaluated the mitigation approaches. We obtained the results of our defined research questions from peer-reviewed articles, industry reports, and academic theses published between (2019-2024). The results of our findings are categorized into four fundamental components of big data governance (i.e., people, process, data, technology), through illustrative tables and figures. Furthermore, this study has identified the need for effective and adaptive frameworks and models that can respond to emerging technologies and big data governance practices. After identifying the existing approaches for harnessing and mitigating the existing big data governance challenges, this study has proposed a new hybrid approach that integrates the viable system model and big data governance process model. The proposed approaches not only mitigate the existing challenges, but also serves as a diagnostic tool for identifying the maturity level of data governance and pinpoint the areas for improvement. However, the practical implementation of the proposed approaches remains a limitation of this study, urging avenues for future studies to explore its applicability and impact on modern organizations.",2024,2025-10-16 11:42:01,2025-10-16 11:42:01,,175151-175175,,,12,,IEEE Access,,,,,,,,,,,,,,,,,,,Big data; Big Data; big data governance; big data governance approaches; big data governance frameworks; big data governance guidelines; big data governance models; Data governance; Data models; Data privacy; governance challenges; governance impact; Guidelines; organizational process model; Organizations; Planning; Prevention and mitigation; Protocols; Security; systematic literature review; viable system model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UASH82G3,conferencePaper,2024,F. Gao; D. Chen; S. Yang; Z. Hao; Q. Wu; X. Zhang,Big Data-Driven Scientific and Technological Innovation Mechanism Optimization and Decision Support System,"2024 International Conference on Industrial IoT, Big Data and Supply Chain (IIoTBDSC)",,,10.1109/IIoTBDSC64371.2024.00047,,"The purpose of this study is to explore the mechanism optimization and decision support system of science and technology innovation driven by big data, especially the application of open innovation and data mining technology in it. In the current rapidly developing information age, big data has become an important driving force to promote scientific and technological innovation. By combining big data analysis, open innovation and data mining technologies, this study designed an efficient decision support system to optimize the scientific and technological innovation system and provide strong support for decision makers. The system makes full use of the deep mining and analysis capabilities of big data, integrates resources of all parties through an open innovation platform, and promotes cross-border cooperation and knowledge sharing. The system collects data related to scientific and technological innovation through various channels to provide high-quality data basis for subsequent analysis. With the ability of self-learning and optimization, it can constantly adjust and improve the algorithm model according to user feedback and actual operation effect, and improve the accuracy and adaptability of decision support. This system will help improve the efficiency and quality of scientific and technological innovation, reduce decision-making risks, and provide strong support for innovation entities such as governments, enterprises and scientific research institutions. At the same time, this study also shows the broad application prospects of big data and open innovation in the field of scientific and technological innovation, which provides a strong guarantee for promoting the development of scientific and technological innovation in our country.",2024-09-20,2025-10-16 11:42:01,2025-10-16 11:42:01,,217-221,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2024 International Conference on Industrial IoT, Big Data and Supply Chain (IIoTBDSC)",,,,Accuracy; Big Data; Big data driven; Data mining; Decision support system; Decision support systems; K-Means algorithm; Optimization; Process monitoring; Real-time systems; Supply chains; Technological innovation; Visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024 International Conference on Industrial IoT, Big Data and Supply Chain (IIoTBDSC)",,,,,,,,,,,,,,,
8QRUQN8U,conferencePaper,2024,Y. Zhai; X. Huang; P. Yu,Research on interconnection technology of heterogeneous platforms for privacy computing for energy big data,"2024 3rd International Conference on Energy and Power Engineering, Control Engineering (EPECE)",,,10.1109/EPECE63428.2024.00020,,"Energy data, especially power data, has the advantages of covering a wide range of industries, high value density, and good accuracy, relying on energy big data can widely describe all kinds of terminal production and life activities. However, the privacy computing platforms of various vendors often adopt different technical architectures and algorithm protocols in the early implementation process, which makes the implementation of various platforms have great differences, resulting in the direct interconnection between heterogeneous privacy computing platforms of various organizations. Aiming at the interoperability needs and problems of energy big data privacy computing platforms with different technical architectures, this paper decouple the management plane and data plane of the privacy computing platform, and in accordance with the principle of business priority, proposes a new privacy computing interconnection model of “unified business collaboration component + flexible configuration algorithm engine” suitable for energy big data. Through the design of the east-west and North-South interface framework of the privacy computing platform and the security access principle of the algorithm engine, the whole process control, cross-platform interconnection, and internal and external network penetration modeling and analysis of energy big data collaboration with the outside world are realized, which meets the key data security protection requirements of the State Grid such as distributed computing and storage of data inside and outside the platform. It is of great significance to promote energy big data to empower external institutions such as governments, banks and operators.",2024-02-23,2025-10-16 11:42:01,2025-10-16 11:42:01,,70-75,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2024 3rd International Conference on Energy and Power Engineering, Control Engineering (EPECE)",,,,Big Data; Collaboration; Computational modeling; Computer architecture; connectivity technologies; crossheterogeneous platforms; Data privacy; energy big data; Government; Privacy; Privacy computing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024 3rd International Conference on Energy and Power Engineering, Control Engineering (EPECE)",,,,,,,,,,,,,,,
EY8SHFNX,conferencePaper,2016,N. Sachdeva; P. K. Kapur; G. Singh,Selecting appropriate cloud solution for managing big data projects using hybrid AHP-entropy based assessment,2016 International Conference on Innovation and Challenges in Cyber Security (ICICCS-INBUSH),,,10.1109/ICICCS.2016.7542351,,"Today technology that learns from data to forecast future behavior of individuals, organizations, government and country as a whole, is playing a crucial role in the advancement of human race. In fact, the strategic advantage most of the companies today strive for are use of new available technologies like cloud computing and big data. However, today's dynamic business environment poses severe challenges in front of companies as to how to make use of the power of big data with the technical flexibility that cloud computing provides? Therefore, evaluating, ranking and selecting the most appropriate cloud solution to manage big data project is a complex concern which requires multi criteria decision environment. In this paper we propose a hybrid entropy method combined with Analytical Hierarchical Process (AHP) to select appropriate cloud solution to manage big data projects in group decision making environment. In order to collate individual opinions of decision makers for rating the importance of various criteria and alternatives, we employed usability analysis using the proposed hybrid AHP-Entropy method.",2016-02-03,2025-10-16 11:42:01,2025-10-16 11:42:01,,135-140,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2016 International Conference on Innovation and Challenges in Cyber Security (ICICCS-INBUSH),,,,Analytical Hierarchical Process (AHP); Big data; Big Data; Cloud computing; Cloud Solution; Computer security; Entropy; MCDM; Organizations; Technological innovation; Usability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 International Conference on Innovation and Challenges in Cyber Security (ICICCS-INBUSH),,,,,,,,,,,,,,,
HSCTLT2M,conferencePaper,2016,M. Ojha; K. Mathur,Proposed application of big data analytics in healthcare at Maharaja Yeshwantrao Hospital,2016 3rd MEC International Conference on Big Data and Smart City (ICBDSC),,,10.1109/ICBDSC.2016.7460340,,"This paper gives an insight of how we can store healthcare data digitally like patient's records as an Electronic Health Record (EHR) and how we can generate useful information from these records by using analytics techniques and tools which will help in saving time and money of patients as well as the doctors. This paper is fully focused towards the Maharaja Yeshwantrao Hospital (M.Y.) located in Indore, Madhya Pradesh, India. M.Y hospital is the central India's largest government hospital. It generates large amount of heterogeneous data from different sources like patients health records, laboratory test result, electronic medical equipment, health insurance data, social media, drug research, genome research, clinical outcome, transaction and from Mahatma Gandhi Memorial medical college which is under MY hospital. To manage this data, data analytics may be used to make it useful for retrieval. Hence the concept of ""big data"" can be applied. Big data is characterized as extremely large data sets that can be analysed computationally to find patterns, trends, and associations, visualization, querying, information privacy and predictive analytics on large wide spread collection of data. Big data analytics can be done using Hadoop which plays an effective role in performing meaningful real-time analysis on the large volume of this data to predict the emergency situations before it happens. This paper also discusses about the EHR and the big data usage and its analytics at M.Y. hospital.",2016-03-15,2025-10-16 11:42:01,2025-10-16 11:42:01,,1-7,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2016 3rd MEC International Conference on Big Data and Smart City (ICBDSC),,,,Analytics; Big data; EHR; Government; Hadoop; Healthcare; Hospitals; Insurance; Medical diagnostic imaging; Smart cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 3rd MEC International Conference on Big Data and Smart City (ICBDSC),,,,,,,,,,,,,,,
LRZYTDWC,conferencePaper,2016,C. Huang; Y. Zeng; C. Li; W. Guo; W. Jiang,Research and Application on Big Data Oriented to Reputation on Collaborative Innovation,2016 IEEE Second International Conference on Multimedia Big Data (BigMM),,,10.1109/BigMM.2016.48,,"Collaborative innovation is a tendency for research institutions in the knowledge-and technology-intensive (KTI) economic activities. With the growth of Government R&D investment, it is extremely important to explore the big data on research innovation. In this paper, we give the classification and characteristics of the big data in the field of research innovation, and then talk about data mining on research innovation and the user behavior analysis which are used in our design. Next we describe the overall framework of big data on collaborative innovation, and emphasize the application which can be realized according to the different service objects. Our goal with this paper is to set up the research reputation mechanism to find the way to solve the fundamental problem of cooperation, which is the limited capability of human selection. The paper outlines the view of the application, which will contribute to the development of research innovation system with big data.",2016-04-20,2025-10-16 11:42:01,2025-10-16 11:42:01,,410-415,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2016 IEEE Second International Conference on Multimedia Big Data (BigMM),,,,application; big data; Big data; Collaboration; Collaborative innovation; Data mining; Data models; Organizations; Standards organizations; Technological innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016 IEEE Second International Conference on Multimedia Big Data (BigMM),,,,,,,,,,,,,,,
6NJZFDFF,conferencePaper,2023,N. M. Ngoc Pham; Y. Wu; C. K. Leung; M. V. Munshi; V. K. Patel; C. C. J. Hryhoruk,A Big Data Science and Engineering Solution for Transit Performance Analytics,"2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",2324-9013,,10.1109/TrustCom60117.2023.00324,,"Public transit transportation plays a crucial role in the daily lives of many individuals, offering an affordable and convenient means of commuting to work, school, and various destinations. For instance, it serves as a vital mode of transportation to access their workplace, educational institutions or other activities. Any disruptions in bus schedules can lead to significant consequences, including missing meetings and other essential commitments for city residents. Thus, this paper presents a big data science and engineering solution for transit performance analytics in the area of transportation analysis. The insights derived from this data analysis are instrumental in enhancing the performance of public transportation, ultimately leading to an improved commuter experience in the city and contributing to the development of a smart city. To elaborate, our solution employs frequent pattern mining to identify variations in transit performance across different neighborhoods. By uncovering significant patterns, we establish connections that help us pinpoint the factors contributing to bus delays in specific areas. Improving the accuracy of bus arrival and departure times can significantly enhance the overall usability and appeal of public transit for commuters, as people are more likely to rely on buses when they are punctual and ensure timely arrivals at their destinations. Furthermore, our solution equips users with tools to visualize the insights gained from the analysis of bus departure times in various neighborhoods at different times of the day. The practicality of our big data science and engineering solution was demonstrated through an evaluation using real-life public transit data from a Canadian city, underscoring its potential to contribute to the development of a smart city.",2023-11-01,2025-10-16 11:42:01,2025-10-16 11:42:01,,2295-2302,,,,,,,,,,,,,,,,,,,,"Journal Abbreviation: 2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",,,,Association rule mining; Big Data; Big data engineering; Big data science; Bus; Data mining; Data visualization; Delays; Frequent pattern mining; Knowledge engineering; Neighborhoods; Performance analysis; Public transit; Relational database; Schedules; Smart cities; Transit performance analysis; Transportation analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",,,,,,,,,,,,,,,
8ZPLDL7F,journalArticle,2016,N. Ianuale; D. Schiavon; E. Capobianco,"Smart Cities, Big Data, and Communities: Reasoning From the Viewpoint of Attractors",IEEE Access,,2169-3536,10.1109/ACCESS.2015.2500733,,"In what sense is a city smart? There are established entities defining this rich area of cross-disciplinary studies, and they refer to social, technical, economic, and political factors that keep evolving, thus offering opportunities for constant refinement of the concept of smart city. The emerging properties are mostly contextual, and affect urban data types and their capacity to form complex information systems. A well-known problem in computational analysis is the integration of lot of generated data. The heterogeneity and diversity of smart city data sources suggest that a system's approach could be ideal to assemble drivers of multiple forces and dynamics, suggesting adaptive solutions too. However, the nature of such systems is quite unpredictable and chaotic, leading to the natural aim of stabilizing them. Studies have proposed methods based on various criteria, say parametric, entropic, anthropic etc. As many factors and variables underlie the system's drivers, attractors derived from dynamical systems are proposed to describe smart city contexts through the various interlinked big data and networks.",2016,2025-10-16 11:42:01,2025-10-16 11:42:01,,41-47,,,4,,IEEE Access,,,,,,,,,,,,,,,,,,,attractors; Attractors; big data; Big data; Big Data; Complexity theory; Context modeling; Media; networks; Networks; Smart cities; Smart Cities; Urban areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP2PZIH6,conferencePaper,2018,C. C. Austin,A Path to Big Data Readiness,2018 IEEE International Conference on Big Data (Big Data),,,10.1109/BigData.2018.8622229,,"""Big Data readiness"" begins at the source where data are first created and extends along a path through an organization to the outside world. This paper focuses on practical solutions to common problems experienced when integrating diverse datasets from disparate sources. Following the Introduction, Section 2 situates Big Data in the larger context of open government, open science, science integrity, and Standards, internationally and in Canada. Section 3 analyses the Big Data problem space, while Section 4 proposes a Big Data solution space. Section 5 proposes eight data checklist modules and suggests implementation strategies to effectively meet a variety of organizational needs. Section 6 summarizes conclusions and describes future work.",2018-12-10,2025-10-16 11:42:01,2025-10-16 11:42:01,,4844-4853,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2018 IEEE International Conference on Big Data (Big Data),,,,Big Data; data checklist; data quality; data repository; data science; Europe; Government; open government; open science; Standards organizations; Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018 IEEE International Conference on Big Data (Big Data),,,,,,,,,,,,,,,
GCYPW9L7,conferencePaper,2020,S. Zheng; L. Pan; D. Hu; M. Li; Y. Fan,A Blockchain-Based Trading Platform for Big Data,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,10.1109/INFOCOMWKSHPS50562.2020.9162759,,"Nowadays, data is an extremely important asset. Governments around the world encourage big data sharing and trading to flourish the big data economics. However, existing data trading platforms are not fully trusted. Data providers lack control over data trading rights. Meanwhile, the data price model needs further justification. These issues hinder the development of big data trading. In this paper, we propose a blockchain-based decentralized data trading platform, on which data providers can better control data trading. Accordingly, we design smart contracts for distributed data trading and set rules to assign data rewards in trading. The contract guarantees the efficiency of data matching and fair reward distribution. We also adopt proxy re-encryption to ensure the security of data transmission. We verify the security, availability, and efficiency of the proposed big data trading platform.",2020-07-06,2025-10-16 11:42:01,2025-10-16 11:42:01,,991-996,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: IEEE INFOCOM 2020 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,,Big Data; Big data trading; Blockchain; Contracts; Cryptography; Data models; Distributed databases; Proxy re-encryption; Smart contract; Value reward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),,,,,,,,,,,,,,,
CYAGZ98P,conferencePaper,2025,N. M. R. Dokka,Transforming Global Healthcare: Leveraging Big Data for Precision Medicine and Pharmacogenomics,2025 International Conference on Advanced Computing Technologies (ICoACT),,,10.1109/ICoACT63339.2025.11004695,,"This paper explores the transformative impact of big data analytics on precision medicine and pharmacogenomics. The integration of big data in healthcare has revolutionized the ability to improve patient outcomes, personalize treatment interventions, and detect illnesses at earlier stages. The complexity and diversity of biological data necessitate advanced analytics, especially in pharmacogenetics and precision medicine. The rise of electronic health records (EHR) and the accumulation of vast amounts of patient data enable deeper insights into disease patterns, enhancing both patient care and preventive measures. Key applications of big data in healthcare include continuous patient monitoring, cancer therapy optimization, and fraud prevention. This paper also discusses the significant investments by governments, such as the U.S. Precision Medicine Initiative and China's funding in precision medicine, underscoring the global momentum in this field. By leveraging genomics, proteomics, and advanced data analytics, precision medicine is poised to deliver highly individualized treatments, marking a new era in healthcare innovation. The paper examines the role of big data in enhancing clinical decision support, the development of online health infrastructures, and the potential of new generation body sensors to improve chronic disease management and surgical outcomes.",2025-03-14,2025-10-16 11:42:01,2025-10-16 11:42:01,,1-8,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2025 International Conference on Advanced Computing Technologies (ICoACT),,,,Artificial Intelligence in Healthcare; Big Data; Bioinformatics; Biomedical Informatics; Data analysis; Data privacy; Data Privacy; Genomic Data Analysis; Genomics; Healthcare Analytics; Machine Learning; Medical services; Personalized Medicine; Pharmacogenomics; Precision medicine; Precision Medicine; Surgery; Technological innovation; Transforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025 International Conference on Advanced Computing Technologies (ICoACT),,,,,,,,,,,,,,,
TGJRGIC4,conferencePaper,2021,E. Elsahlamy; A. Eshra; N. Eshra; N. El-Fishawy,Empowering GIS with Big Data: A review of recent advances,2021 International Conference on Electronic Engineering (ICEEM),,,10.1109/ICEEM52022.2021.9480634,,"In the past few decades, the use of geographic information systems (GIS) was efficient with servers that could handle the amount of data used. However, as geographical big data grows in size and complexity, storing, managing, processing, analyzing, visualizing, and confirming data quality becomes more difficult. Academia, industry, government, and other institutions are increasingly interested in this information. It’s known as Big Data. Since that kind of data recently became massive, there was a need to develop methods to deal with big data and analyze it to keep pace with development. In this paper, we review the previous studies that involve both Big Data and GIS in different applications. Moreover, we focus on the field of agriculture, which is considered one of the most important sources of the economy. Produced results in this research area help decision-makers to make sound executive steps to reach better production.",2021-07-03,2025-10-16 11:42:01,2025-10-16 11:42:01,,1-7,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2021 International Conference on Electronic Engineering (ICEEM),,,,Agriculture; Big Data; Big-Data; Data visualization; Geospatial; GIS; Government; map-reduce; Mobile handsets; Production; Servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 International Conference on Electronic Engineering (ICEEM),,,,,,,,,,,,,,,
ZSII2UVD,conferencePaper,2021,Z. Cuiling; Y. Chengwei,Explore the Mode of Big Data Talent Training Based on Integration between Industry and Education for IMIS,2021 11th International Conference on Information Technology in Medicine and Education (ITME),2474-3828,,10.1109/ITME53901.2021.00124,,"With the advent of big data, the construction of new engineering in higher education is urgently required, and the requirements of information management and information system specialty(IMIS for short) in big data analysis and application are also increased. The integration between industry and education is an effective way for IMIS to cultivate new engineering talents needed by the society. It firstly analyzed the current situation of integration between industry, education for IMIS. On this basis, the cultivation mode of big data talents for IMIS based on the deep integration between industry and education is discussed, which are include the construction of application-oriented and innovative talents cultivation system, the curriculum practice system of big data course, and the policy of government financial support.",2021-11-19,2025-10-16 11:42:01,2025-10-16 11:42:01,,586-590,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2021 11th International Conference on Information Technology in Medicine and Education (ITME),,,,Big Data; Buildings; Deep Integration Between Industry and Education; Economics; Government; Industries; Information Management and Information System Specialty; Mode of Big Data Talents Training; Technological innovation; Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 11th International Conference on Information Technology in Medicine and Education (ITME),,,,,,,,,,,,,,,
ZYN3BWSR,conferencePaper,2021,D. Yu; A. A. Dewi; S. N. Wijaya; A. A. S. Gunawan,Utilization Big Data and GPS to Help E-TLE System in The Cities of Indonesia,2021 1st International Conference on Computer Science and Artificial Intelligence (ICCSAI),,,10.1109/ICCSAI53272.2021.9609741,,"Indonesia government currently keep practicing on Electronic Traffic Law Enforcement. Over the last three years the E-TLE was launched by the Ditlantas Polda Metro Jaya the government keep developed a system to provides the smoothness and safety of traffic violations at the cities in Indonesia. Using a Big Data Analytics for helping the large amount of data to recording all the traffic violations, GPS for moving activity and can be used for analysis to identify and information. We used the literature review to find out how to develop the E-TLE concept, system, and implement in Indonesia. The main problem in Indonesia is due to the lack of equipment to support all traffic systems and the accuracy of the inference algorithm varies greatly depending on the size of the collected data sample. In this study, we find out all the problem that can be cause by the system and find out how to solve all the problem using the literature review method for identifying, understanding, and transmitting information to help E-TLE system. Finally, we concluded the big data is must for implementing the E-TLE system. Furthermore, GPS and radar sensor is the critical data beside CCTV for enforcement of electronic traffic law.",2021-10-28,2025-10-16 11:42:01,2025-10-16 11:42:01,,236-242,,,1,,,,,,,,,,,,,,,,,Journal Abbreviation: 2021 1st International Conference on Computer Science and Artificial Intelligence (ICCSAI),,,,Bibliographies; big data; Big Data; camera sensor; electronic ticketing system; Government; GPS; Law enforcement; Radar; smart city; System performance; Urban areas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 1st International Conference on Computer Science and Artificial Intelligence (ICCSAI),,,,,,,,,,,,,,,
KYPEKVEH,journalArticle,2020,F. Amin; G. S. Choi,Hotspots Analysis Using Cyber-Physical-Social System for a Smart City,IEEE Access,,2169-3536,10.1109/ACCESS.2020.3003030,,"Internet of things plays a vital role in providing various services to users. Significant volumes of data are generated from the communication between a large numbers of heterogeneous devices over the Internet. Big data technology is generally used to handle the large volume of data. Complex networks are graphs (networks) having non-trivial topological features, such as random graphs and lattices. Big data of complex networks concerns big data methods that can be used to analyze massive structural data sets, including considerably large networks and sets of graphs. This study is based on the critical phenomenon arising in complex networks that enable us to analytically predict the hotspots in smart cities. Hotspots are places with significantly high communication traffic relative to others. In this study, we propose a cyber-physical-social system for the analysis of high communication traffic hotspots using telecom data. The proposed model constructs a graph, and perform social network analysis on it. The process of hotspot extraction is performed, followed by social network analysis, which is conducted by quantifying the importance of each hotspot based on network metrics. These metrics aid in determining the importance of each hotspot in a telecom data network. Our objective is to prioritize different areas and detect hotspots quickly. Our results indicate that the proposed model has an efficiency comparable with that of state of the art methods. This research study will be helpful for urban planning and development, as well as in upgrading telecommunication infrastructure.",2020,2025-10-16 11:42:01,2025-10-16 11:42:01,,122197-122209,,,8,,IEEE Access,,,,,,,,,,,,,,,,,,,big data; Big Data; centrality measure; complex networks; cyber-physical; Cyber-physical systems (CPS); data analytics; graph; hotpots; Internet; network traffic analysis; Sensors; Smart cities; smart city; social systems (CPSS); Telecommunications; urban planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK3AYXVN,conferencePaper,2015,F. Gottwalt; A. P. Karduck,SIM in light of big data,2015 11th International Conference on Innovations in Information Technology (IIT),,,10.1109/INNOVATIONS.2015.7381562,,"Network Services are confronted with a growing amount and diversity of attacks. The detection of such intrusion attempts however is getting more complex. This is mainly a result of more sophisticated attacks and a consequence of the more ubiquitous and overall more complex IT ecosystem. The resulting rapidly increasing network traffic makes it extremely hard to detect and prevent attacks in traditional ways. This paper proposes Security Information Management (SIM) enhancements considering Big Data Analysis principles. In the context of Cyber- Security, the blueprint and implementation presented can be adopted in organizations or Smart City contexts. After devising a blueprint for Big Data enhanced SIM based on the latest research, the system architecture and the resulting implementation are presented. The blueprint and implementation have been field- tested in a real world SIM large scale environment and evaluated with real network security logs. Our research is timely, since the application of Big Data principles to SIM environments has been rarely investigated so far, and there exists the need for a general concept of enhancement possibilities.",2015-11-01,2025-10-16 11:42:01,2025-10-16 11:42:01,,326-331,,,,,,,,,,,,,,,,,,,,Journal Abbreviation: 2015 11th International Conference on Innovations in Information Technology (IIT),,,,Big data; Clustering algorithms; Data mining; Data visualization; Intrusion detection; Technological innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015 11th International Conference on Innovations in Information Technology (IIT),,,,,,,,,,,,,,,
EG2Z66EA,journalArticle,2022,M. S. Rahman; H. Reza,A Systematic Review Towards Big Data Analytics in Social Media,Big Data Mining and Analytics,,2097-406X,10.26599/BDMA.2022.9020009,,"The recent advancement in internet 2.0 creates a scope to connect people worldwide using society 2.0 and web 2.0 technologies. This new era allows the consumer to directly connect with other individuals, business corporations, and the government. People are open to sharing opinions, views, and ideas on any topic in different formats out loud. This creates the opportunity to make the “Big Social Data” handy by implementing machine learning approaches and social data analytics. This study offers an overview of recent works in social media, data science, and machine learning to gain a wide perspective on social media big data analytics. We explain why social media data are significant elements of the improved data-driven decision-making process. We propose and build the “Sunflower Model of Big Data” to define big data and bring it up to date with technology by combining 5 V's and 10 Bigs. We discover the top ten social data analytics to work in the domain of social media platforms. A comprehensive list of relevant statistical/machine learning methods to implement each of these big data analytics is discussed in this work. “Text Analytics” is the most used analytics in social data analysis to date. We create a taxonomy on social media analytics to meet the need and provide a clear understanding. Tools, techniques, and supporting data type are also discussed in this research work. As a result, researchers will have an easier time deciding which social data analytics would best suit their needs.",2022-09,2025-10-16 11:42:01,2025-10-16 11:42:01,,228-244,,3,5,,Big Data Mining and Analytics,,,,,,,,,,,,,,,,,,,audio analytics; big data; big data analytics; Data analysis; descriptive analytics; diagnostic analytics; Government; image analytics; Machine learning; Machine learning algorithms; predictive analytics; prescriptive analytics; social media; social media analytics; Social networking (online); Taxonomy; text analytics; video analytics; Web 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
